split	source	reference	greedy	beam
uqa_valid	آکسیجن <ans> لازمی طور پر انیروبک حیاتیات </ans> کے لئے زہریلا ہے ، جو زمین پر ابتدائی زندگی کی غالب شکل تھی جب تک کہ آکسیجن 2 تقریبا 2.	کس قسم کے حیاتیات کے لئے آکسیجن زہریلا ہے؟	زمین پر زندگی کی غالب شکل کیا ہے؟	زمین پر زندگی کی غالب شکل کیا ہے؟
uqa_valid	آکسیجن <ans> لازمی طور پر انیروبک </ans> حیاتیات کے لئے زہریلا ہے ، جو زمین پر ابتدائی زندگی کی غالب شکل تھی جب تک کہ آکسیجن 2 تقریبا 2.	کس قسم کے حیاتیات کے لئے آکسیجن زہریلا ہے؟	زمین پر زندگی کی غالب شکل کیا ہے؟	زمین پر زندگی کی غالب شکل کیا ہے؟
uqa_valid	مائع اور ٹھوس O 2 دونوں <ans> صاف </ans> مادے ہیں جن میں سرخ رنگ میں جذب ہونے کی وجہ سے ہلکا آسمان نیلے رنگ کا رنگ ہوتا ہے (آسمان کے نیلے رنگ کے برعکس ، جو نیلے رنگ کی روشنی کے ریلی بکھیرنے کی وجہ سے ہوتا ہے۔	مائع آکسیجن کی شفافیت کیا ہے؟	رنگ اور رنگ کے رنگ کے رنگ کے رنگ کے رنگ کیا رنگ ہیں؟ رنگ رنگ رنگ رنگ رنگ رنگ رنگ رنگ رنگ رنگ رنگ رنگ رنگ رنگ رنگ رنگ رنگ رنگ رنگ رنگ رنگ رنگ کی رنگ کی	رنگ اور نیلے رنگ کے رنگ کی رنگ کیا ہے؟
uqa_valid	مائع اور ٹھوس O 2 دونوں <ans> ہلکے آسمان کے نیلے رنگ کے ساتھ واضح مادے </ans> ہیں جو سرخ میں جذب ہونے کی وجہ سے پیدا ہوتے ہیں (آسمان کے نیلے رنگ کے برعکس ، جو نیلے رنگ کی روشنی کے ریلی بکھیرنے کی وجہ سے ہوتا ہے۔	مائع آکسیجن کی شفافیت کیا ہے؟	رنگ اور رنگ کے رنگ کے رنگ کیا رنگ پیدا کرتے ہیں؟	رنگ اور نیلے رنگ کے رنگ کیا ہیں؟
uqa_valid	اعلی طہارت مائع O 2 عام طور پر <ans> مائع ہوا </ans> کی جزوی ڈسٹلیشن کے ذریعہ حاصل کیا جاتا ہے۔	اعلی معیار کی مائع O2 بنانے کے لئے کون سا مادہ استعمال کیا جاتا ہے؟	اعلی لہارت کے فرش کے لئے عام طور پر کیا استعمال کیا جاتا ہے؟	اعلی لہارت کو عام طور پر کس چیز سے حاصل کیا جاتا ہے؟
uqa_valid	اعلی طہارت مائع O 2 عام طور پر مائع <ans> ہوا </ans> کی جزوی ڈسٹلیشن کے ذریعہ حاصل کیا جاتا ہے۔	اعلی معیار کی مائع O2 بنانے کے لئے کون سا مادہ استعمال کیا جاتا ہے؟	اعلی لہارت کے لئے عام طور پر کیا استعمال کیا جاتا ہے؟	اعلی لہارت کو عام طور پر کس طرح تیار کیا جاتا ہے؟
uqa_valid	مائع آکسیجن کو ہوا سے باہر کنڈینسیشن کے ذریعہ بھی تیار کیا جاسکتا ہے ، جس میں <ans> مائع نائٹروجن </ans> کو کولنگ کے طور پر استعمال کیا جاتا ہے۔	مائع آکسیجن بنانے کے عمل میں کس عنصر کو کولنگ کے طور پر استعمال کیا جاتا ہے؟	مائع کے ساتھ ساتھ، مائع کے لئے مائع کے طور پر کیا استعمال کیا جاتا ہے؟	مائع کے ساتھ ساتھ، کون سا مائع مائع کو مائع کے طور پر استعمال کیا جاتا ہے؟
uqa_valid	مائع آکسیجن کو ہوا سے باہر کنڈینسیشن کے ذریعہ بھی تیار کیا جاسکتا ہے ، جس میں مائع <ans> نائٹروجن </ans> کو کولنگ کے طور پر استعمال کیا جاتا ہے۔	مائع آکسیجن بنانے کے عمل میں کس عنصر کو کولنگ کے طور پر استعمال کیا جاتا ہے؟	مائع کے ساتھ ساتھ، مائع مائع کو مائع کے طور پر کیا استعمال کیا جاتا ہے؟	مائع کے ساتھ ساتھ، مائع مائع کو کس چیز کے طور پر استعمال کیا جاتا ہے؟
uqa_valid	یہ ایک انتہائی رد عمل والا مادہ ہے اور اسے <ans> دھولنے والے مواد </ans> سے الگ کیا جانا چاہئے۔	کس قسم کے مواد سے مائع آکسیجن کو الگ کیا جانا چاہئے؟	مواد کو مواد سے الگ کرنے کے عمل کو کیا الگ کرتا ہے؟	مواد کے عمل کو کس چیز سے الگ کیا جا سکتا ہے؟
uqa_valid	یہ ایک انتہائی رد عمل والا مادہ ہے اور اسے <ans> دھولنے </ans> والے مواد سے الگ کیا جانا چاہئے۔	کس قسم کے مواد سے مائع آکسیجن کو الگ کیا جانا چاہئے؟	لکڑی کے مواد کو کیا الگ الگ ہونا چاہئے؟	لکڑی کے مواد کو کس طرح الگ الگ کیا جاتا ہے؟
uqa_valid	دنیا کے <ans> پانی </ans> کے جسموں میں مفت آکسیجن بھی حل میں پائی جاتی ہے۔	زمین پر مفت آکسیجن کہاں پائی جاتی ہے؟	دنیا میں کس قسم کے جسم میں حل حل حل حل کیا جاتا ہے؟	دنیا میں کس قسم کے جسم میں مفت حل میں حل کیا جاتا ہے؟
uqa_valid	آزاد آکسیجن بھی <ans> دنیا کے پانی کے جسموں میں حل میں </ans> ہوتا ہے۔	زمین پر مفت آکسیجن کہاں پائی جاتی ہے؟	آزاد آزاد کہاں آزاد ہوتا ہے؟	آزاد مالیکیول کہاں پائے جاتے ہیں؟
uqa_valid	مفت آکسیجن <ans> دنیا کے پانی کے جسموں </ans> میں بھی حل میں پایا جاتا ہے۔	زمین پر مفت آکسیجن کہاں پائی جاتی ہے؟	مفت حل میں کس قسم کے پانی میں پایا جاتا ہے؟	مفت کس چیز کے حل میں پایا جاتا ہے؟
uqa_valid	<ans> کم </ans> درجہ حرارت پر O 2 کی بڑھتی ہوئی گھلنشیلیت (جسمانی خصوصیات دیکھیں) سمندری زندگی کے لئے اہم مضمرات رکھتی ہے ، کیونکہ قطبی سمندروں میں آکسیجن کی زیادہ مقدار کی وجہ سے زندگی کی بہت زیادہ کثافت کی حمایت کی جاتی ہے۔	کس درجہ حرارت پر O2 زیادہ گھلنشیل ہے؟	درجہ حرارت پر کس قسم کی درجہ حرارت کی حمایت کی جاتی ہے؟	درجہ حرارت پر کس قسم کی درجہ بندی کی جاتی ہے؟
uqa_valid	<ans> کم درجہ حرارت </ans> پر O 2 کی بڑھتی ہوئی گھلنشیلیت کے سمندری زندگی کے لئے اہم مضمرات ہیں ، کیونکہ قطبی سمندروں میں آکسیجن کی زیادہ مقدار کی وجہ سے زندگی کی بہت زیادہ کثافت کی حمایت کی جاتی ہے۔	کس درجہ حرارت پر O2 زیادہ گھلنشیل ہے؟	2 چیزوں کے لئے زندگی کے لئے اہم زندگی کی مقدار کیا ہے؟	کون سا درجہ حرارت قطبی زندگی کے لئے اہم زندگی مضمرات کی حمایت کرتا ہے؟
uqa_valid	کم درجہ حرارت پر O 2 کی بڑھتی ہوئی گھلنشیلیت (جسمانی خصوصیات دیکھیں) سمندری زندگی کے لئے اہم مضمرات رکھتی ہے ، کیونکہ قطبی سمندروں میں ان کی <ans> اعلی آکسیجن کی مقدار </ans> کی وجہ سے زندگی کی بہت زیادہ کثافت کی حمایت کی جاتی ہے۔	قطبی پانی کے ذخائر زیادہ مقدار میں زندگی کی حمایت کیوں کرتے ہیں؟	قطبی زندگی میں کس چیز کی زندگی کی حمایت کی جاتی ہے؟	قطبی سطح پر کس چیز کی زندگی کی حمایت کی جاتی ہے؟
uqa_valid	کم درجہ حرارت پر O 2 کی بڑھتی ہوئی گھلنشیلیت (جسمانی خصوصیات ملاحظہ کریں) سمندری زندگی کے لئے اہم مضمرات رکھتی ہے ، کیونکہ قطبی سمندروں میں <ans> آکسیجن کی زیادہ مقدار کی وجہ سے </ans> زندگی کی بہت زیادہ کثافت کی حمایت کی جاتی ہے۔	قطبی پانی کے ذخائر زیادہ مقدار میں زندگی کی حمایت کیوں کرتے ہیں؟	قطبی زندگی میں زندگی کی زندگی کی زندگی کی زندگی کی زندگی کی حد کیا ہے؟	قطبی زندگی میں زندگی کی زندگی کی زندگی کی زندگی کی حد کیا ہے؟
uqa_valid	سائنسدان پانی کی <ans> بائیو کیمیکل آکسیجن ڈیمانڈ </ans> ، یا اسے معمول کی حراستی میں بحال کرنے کے لئے درکار O 2 کی مقدار کا اندازہ لگاتے ہیں۔	سائنسدان پانی کے معیار کا تعین کرنے کے لیے کس پیمائش کا استعمال کرتے ہیں؟	پانی کی معمول کی مقدار میں کیا کمی ہے؟	پانی کی معمول کی مقدار کا نام کیا ہے؟
uqa_valid	سائنسدان پانی کے معیار کے اس پہلو کا اندازہ <ans> پانی کی بائیو کیمیکل آکسیجن کی طلب کی پیمائش </ans> ، یا اسے معمول کی حراستی میں بحال کرنے کے لئے درکار O 2 کی مقدار سے کرتے ہیں۔	سائنسدان پانی کے معیار کا تعین کرنے کے لیے کس پیمائش کا استعمال کرتے ہیں؟	پانی کے معیار کا معیار کیا ہے؟	پانی کے معیار کا معیار کیا ہے؟
uqa_valid	نائٹریٹ یا فاسفیٹس جیسے پودوں کے غذائی اجزاء سے آلودہ پانی ایوٹروفیکیشن نامی عمل کے ذریعہ <ans> الگوں </ans> کی نشوونما کو متحرک کرسکتا ہے اور ان حیاتیات اور دیگر بائیو میٹریلز کی خرابی ایوٹروفک پانی کے جسموں میں O 2 کی مقدار کو کم کرسکتی ہے۔	نائٹریٹ اور فاسفیٹ سے پانی کی آلودگی کس چیز کی نشوونما کی حوصلہ افزائی کرے گی؟	نائٹس پودے کس چیز کی نشوونما کو جذب کر سکتے ہیں؟	پودے کس قسم کی نقل و حرکت کو متحرک کر سکتے ہیں؟
uqa_valid	مفت آکسیجن پہلی بار <ans> پیلیو پروٹیروزوک </ans> ایون کے دوران اہم مقدار میں ظاہر ہوا (3.	کس زمانے کے دوران مفت آکسیجن مقدار میں ظاہر ہونا شروع ہوئی؟	کون سا پہلا اہم واقعہ پیش کیا گیا تھا جس میں سب سے پہلے ظاہر ہوا؟	کس قسم کے کیڑے مار ادویات میں سب سے زیادہ مقدار میں ظاہر ہوا؟
uqa_valid	مفت آکسیجن پہلی بار <ans> پیلیو پروٹیروزوک ایون </ans> کے دوران اہم مقدار میں ظاہر ہوا (3.	کس زمانے کے دوران مفت آکسیجن مقدار میں ظاہر ہونا شروع ہوئی؟	مفت کی پہلی بار پہلی بار کس نے ریکارڈ کی؟	مفت کی پہلی بار پہلی بار پہلی بار کہاں نمودار ہوئی؟
uqa_valid	پہلے ارب سال کے لئے ، ان حیاتیات کے ذریعہ تیار کردہ کوئی بھی مفت آکسیجن سمندروں میں تحلیل شدہ لوہے کے ساتھ مل کر <ans> بینڈڈڈ لوہے کی تشکیل </ans> تشکیل دیتی ہے۔	پہلے، آکسیجن اور لوہے نے مل کر کیا تشکیل دیا؟	جب کوئی انسان تیار کیا جاتا ہے تو کیا تشکیل دیا جاتا ہے؟	جب کوئی انسان تیار کیا جاتا ہے تو کیا تشکیل دیا جاتا ہے؟
uqa_valid	پہلے ارب سال کے لئے ، ان حیاتیات کے ذریعہ تیار کردہ کوئی بھی مفت آکسیجن سمندروں میں تحلیل شدہ لوہے کے ساتھ مل کر <ans> بینڈڈ لوہے </ans> کی تشکیل کرتی ہے۔	پہلے، آکسیجن اور لوہے نے مل کر کیا تشکیل دیا؟	جب کوئی انسان تیار کیا جاتا ہے تو اس کا کیا مطلب ہے؟	جب کوئی انسان تیار کیا جاتا ہے تو کیا ہوتا ہے؟
uqa_valid	زمین پر آکسیجن گیس کی غیر معمولی طور پر زیادہ حراستی <ans> آکسیجن سائیکل </ans> کا نتیجہ ہے۔	زمین پر آکسیجن کی اعلی سطح کی پیداوار کیا ہے؟	زمین پر زمین پر پابندی لگانے کی زمین پر کیا اثر ہے؟	زمین پر زمین پر پابندی لگانے کے لئے زمین پر زمین کی مقدار کیا ہے؟
uqa_valid	یہ <ans> بیوجیو کیمیکل </ans> سائیکل زمین پر اس کے تین اہم ذخائر کے اندر اور اس کے درمیان آکسیجن کی نقل و حرکت کی وضاحت کرتا ہے۔	آکسیجن سائیکل کس قسم کا عمل ہے؟	کون سا علاقہ زمین کے تین اہم علاقوں کی وضاحت کرتا ہے؟	کون سا علاقہ زمین کے تین اہم علاقوں کی وضاحت کرتا ہے؟
